Trace
Swept SA
A.14.59,N9000A
55000000,-77.048469543457
55200000,-65.0907516479492
55400000,-67.1152114868164
55600000,-63.0610008239746
55800000,-82.170524597168
56000000,-68.3695907592773
56200000,-81.846565246582
56400000,-63.2354698181152
56600000,-78.5387573242188
56800000,-65.1508560180664
57000000,-72.0457382202148
57200000,-66.0784912109375
57400000,-80.4608993530273
57600000,-65.825813293457
57800000,-73.4681243896484
58000000,-69.9393997192383
58200000,-76.9305572509766
58400000,-67.6384582519531
58600000,-80.0776977539063
58800000,-65.4492263793945
59000000,-72.1530227661133
59200000,-64.1749877929688
59400000,-72.2126922607422
59600000,-64.1530838012695
59800000,-76.4989852905273
60000000,-68.2380065917969
60200000,-68.5324172973633
60400000,-66.0149612426758
60600000,-68.4164428710938
60800000,-67.2248153686523
61000000,-78.844596862793
61200000,-64.1676177978516
61400000,-75.4045028686523
61600000,-63.7223930358887
61800000,-77.5807952880859
62000000,-62.5495758056641
62200000,-72.5914535522461
62400000,-62.5004806518555
62600000,-83.1217651367188
62800000,-62.0919990539551
63000000,-71.8274078369141
63200000,-65.7976913452148
63400000,-76.0806274414063
63600000,-68.7824096679688
63800000,-74.1669998168945
64000000,-65.0439376831055
64200000,-73.4843826293945
64400000,-62.6812553405762
64600000,-73.653564453125
64800000,-64.2901763916016
65000000,-68.722282409668
65200000,-67.2940063476563
65400000,-84.0069046020508
65600000,-69.1968994140625
65800000,-69.1635284423828
66000000,-63.6688499450684
66200000,-78.337890625
66400000,-61.6390991210938
66600000,-66.1689529418945
66800000,-59.6534461975098
67000000,-73.1495208740234
67200000,-65.0678634643555
67400000,-75.0994567871094
67600000,-72.629035949707
67800000,-72.4898376464844
68000000,-64.377311706543
68200000,-75.1482467651367
68400000,-64.9801025390625
68600000,-72.6885604858398
68800000,-64.9809799194336
69000000,-73.1642074584961
69200000,-61.0315780639648
69400000,-61.8272171020508
69600000,-63.5709266662598
69800000,-65.7475128173828
70000000,-63.5953216552734
70200000,-68.5271835327148
70400000,-60.4242134094238
70600000,-62.9315223693848
70800000,-60.7337646484375
71000000,-63.6180953979492
71200000,-56.3441352844238
71400000,-61.0746231079102
71600000,-27.7919940948486
71800000,-25.5545520782471
72000000,-25.67405128479
72200000,-49.5555152893066
72400000,-31.8300228118896
72600000,-71.2803802490234
72800000,-59.0485382080078
73000000,-77.3562469482422
73200000,-63.7868194580078
73400000,-72.4551010131836
73600000,-62.0899925231934
73800000,-71.5159912109375
74000000,-62.6207618713379
74200000,-68.3272476196289
74400000,-63.6431999206543
74600000,-73.8305969238281
74800000,-66.2031326293945
75000000,-82.9057388305664
75200000,-63.8294258117676
75400000,-73.277473449707
75600000,-64.0890045166016
75800000,-68.9686889648438
76000000,-64.0501937866211
76200000,-80.3221282958984
76400000,-62.2953109741211
76600000,-77.96533203125
76800000,-62.7591972351074
77000000,-76.0568466186523
77200000,-66.2767486572266
77400000,-69.3940505981445
77600000,-63.806770324707
77800000,-66.818977355957
78000000,-51.5268592834473
78200000,-57.2311401367188
78400000,-51.5027503967285
78600000,-82.076545715332
78800000,-67.6957473754883
79000000,-72.1807708740234
79200000,-64.3306198120117
79400000,-76.2509918212891
79600000,-67.4042663574219
79800000,-80.9561996459961
80000000,-66.4482574462891
80200000,-70.8230361938477
80400000,-65.864860534668
80600000,-76.6130142211914
80800000,-65.0771560668945
81000000,-75.3909606933594
81200000,-68.9158706665039
81400000,-75.8144226074219
81600000,-67.2675552368164
81800000,-75.5918807983398
82000000,-66.5849380493164
82200000,-74.0758514404297
82400000,-65.7847366333008
82600000,-79.1779251098633
82800000,-70.4723052978516
83000000,-71.0085144042969
83200000,-69.7573547363281
83400000,-77.1203918457031
83600000,-63.4355735778809
83800000,-75.9777069091797
84000000,-63.2027435302734
84200000,-68.3345108032227
84400000,-63.9878005981445
84600000,-71.0766983032227
84800000,-67.3466033935547
85000000,-77.3296813964844
85200000,-67.1123046875
85400000,-66.4461517333984
85600000,-62.8262939453125
85800000,-76.4943466186523
86000000,-64.2544174194336
86200000,-70.5613479614258
86400000,-64.743293762207
86600000,-71.821907043457
86800000,-66.9328155517578
87000000,-80.2392807006836
87200000,-69.3288497924805
87400000,-87.293342590332
87600000,-69.6876449584961
87800000,-69.3073883056641
88000000,-66.429817199707
88200000,-69.1980285644531
88400000,-65.42236328125
88600000,-76.2741394042969
88800000,-68.1064910888672
89000000,-73.2059173583984
89200000,-71.2271728515625
89400000,-79.2883987426758
89600000,-70.1976699829102
89800000,-73.2532424926758
90000000,-67.3690490722656
90200000,-78.1407165527344
90400000,-68.457633972168
90600000,-71.2706756591797
90800000,-67.5332260131836
91000000,-72.8516616821289
91200000,-67.6752090454102
91400000,-71.105598449707
91600000,-66.3061676025391
91800000,-78.7490844726563
92000000,-65.6103286743164
92200000,-84.2487564086914
92400000,-70.3662414550781
92600000,-73.1844253540039
92800000,-69.567512512207
93000000,-74.5802154541016
93200000,-68.2609405517578
93400000,-71.6656036376953
93600000,-63.7647399902344
93800000,-81.3676452636719
94000000,-70.2800979614258
94200000,-86.3278732299805
94400000,-67.3066864013672
94600000,-70.9399185180664
94800000,-66.1331329345703
95000000,-67.8283386230469
95200000,-65.7055435180664
95400000,-72.8877868652344
95600000,-65.5998611450195
95800000,-75.7343368530273
96000000,-65.0605545043945
96200000,-75.9770126342773
96400000,-71.6670455932617
96600000,-71.1456832885742
96800000,-63.9033203125
97000000,-70.3469467163086
97200000,-61.7692070007324
97400000,-75.2623443603516
97600000,-67.1218948364258
97800000,-82.3516845703125
98000000,-70.5402297973633
98200000,-75.5066299438477
98400000,-67.4198303222656
98600000,-66.8720092773438
98800000,-63.3859062194824
99000000,-69.1600112915039
99200000,-61.9095649719238
99400000,-74.0416030883789
99600000,-67.4900817871094
99800000,-73.6617813110352
100000000,-59.3677062988281
100200000,-78.7697296142578
100400000,-59.9998931884766
100600000,-80.9489669799805
100800000,-67.0774765014648
101000000,-79.5189208984375
101200000,-64.0129318237305
101400000,-69.8340682983398
101600000,-64.7737350463867
101800000,-68.730339050293
102000000,-63.8522682189941
102200000,-76.0137023925781
102400000,-68.8529205322266
102600000,-70.3526306152344
102800000,-65.9206695556641
103000000,-73.7371597290039
103200000,-65.6672592163086
103400000,-74.3869857788086
103600000,-66.1355590820313
103800000,-73.8653259277344
104000000,-64.4328536987305
104200000,-67.6515808105469
104400000,-66.4922866821289
104600000,-69.6294326782227
104800000,-68.4164962768555
105000000,-75.4451293945313
105200000,-71.4511947631836
105400000,-81.5775833129883
105600000,-66.0561676025391
105800000,-74.8934783935547
106000000,-65.7424926757813
106200000,-69.3867492675781
106400000,-64.4116668701172
106600000,-82.1858062744141
106800000,-65.9213714599609
107000000,-76.1763763427734
107200000,-65.8553695678711
107400000,-70.0140762329102
107600000,-60.222957611084
107800000,-64.0590286254883
108000000,-59.8798866271973
108200000,-70.987419128418
108400000,-68.3023986816406
108600000,-77.2359924316406
108800000,-68.7942199707031
109000000,-63.3862609863281
109200000,-61.986644744873
109400000,-74.6022720336914
109600000,-65.7173233032227
109800000,-72.3873138427734
110000000,-65.197135925293
110200000,-85.124641418457
110400000,-72.0233688354492
110600000,-78.7778701782227
110800000,-56.9668655395508
111000000,-61.440128326416
111200000,-56.6054229736328
111400000,-75.1078872680664
111600000,-62.1616859436035
111800000,-73.3809280395508
112000000,-67.6745910644531
112200000,-80.8230438232422
112400000,-64.2043609619141
112600000,-67.6531219482422
112800000,-62.6126327514648
113000000,-70.2027587890625
113200000,-66.1081314086914
113400000,-72.9390716552734
113600000,-55.961009979248
113800000,-55.2360649108887
114000000,-46.622314453125
114200000,-48.3983612060547
114400000,-57.6656112670898
114600000,-81.5228271484375
114800000,-68.5597229003906
115000000,-76.1402969360352
115200000,-67.1870040893555
115400000,-72.8330230712891
115600000,-63.1337509155273
115800000,-67.8943557739258
116000000,-65.1483154296875
116200000,-85.8063278198242
116400000,-65.7672348022461
116600000,-77.2495651245117
116800000,-69.2604904174805
117000000,-74.5458374023438
117200000,-63.8477821350098
117400000,-68.1424331665039
117600000,-60.822151184082
117800000,-75.5176239013672
118000000,-60.8950119018555
118200000,-75.5912170410156
118400000,-64.469108581543
118600000,-82.1204986572266
118800000,-66.1419296264648
119000000,-69.1173706054688
119200000,-66.3529586791992
119400000,-84.9546203613281
119600000,-66.806510925293
119800000,-69.6540756225586
120000000,-70.7517547607422
120200000,-73.4119110107422
120400000,-69.8464126586914
120600000,-71.3049468994141
120800000,-61.8511428833008
121000000,-66.5154647827148
121200000,-69.041862487793
121400000,-74.1846313476563
121600000,-66.4535217285156
121800000,-70.8789901733398
122000000,-64.5934982299805
122200000,-70.1103515625
122400000,-64.6097640991211
122600000,-72.8150177001953
122800000,-68.2051773071289
123000000,-68.020393371582
123200000,-60.6655654907227
123400000,-82.5171203613281
123600000,-66.9942092895508
123800000,-67.4840927124023
124000000,-65.126838684082
124200000,-77.1824188232422
124400000,-66.2477188110352
124600000,-73.4475708007813
124800000,-65.5753479003906
125000000,-76.1772308349609
125200000,-63.179557800293
125400000,-75.8870315551758
125600000,-68.6292190551758
125800000,-74.5892333984375
126000000,-68.6484222412109
126200000,-71.4901123046875
126400000,-68.156120300293
126600000,-74.5409317016602
126800000,-69.0337371826172
127000000,-74.853385925293
127200000,-65.8015899658203
127400000,-71.1023712158203
127600000,-63.9988899230957
127800000,-75.4466781616211
128000000,-61.7640495300293
128200000,-73.0824890136719
128400000,-65.7688217163086
128600000,-71.4223709106445
128800000,-67.0866622924805
129000000,-67.1965866088867
129200000,-62.3530387878418
129400000,-70.0173797607422
129600000,-71.9705200195313
129800000,-82.1970901489258
130000000,-67.7422866821289
130200000,-67.0293273925781
130400000,-63.023853302002
130600000,-81.3479537963867
130800000,-64.838264465332
131000000,-66.9055709838867
131200000,-63.5541915893555
131400000,-71.3995666503906
131600000,-64.6909942626953
131800000,-69.2644348144531
132000000,-64.5629730224609
132200000,-74.1868896484375
132400000,-63.4067726135254
132600000,-75.6007690429688
132800000,-63.9938430786133
133000000,-72.3132553100586
133200000,-65.4253540039063
133400000,-74.2143936157227
133600000,-64.9783706665039
133800000,-68.7228012084961
134000000,-65.3177719116211
134200000,-68.9534301757813
134400000,-63.7139930725098
134600000,-71.26025390625
134800000,-59.2667503356934
135000000,-67.1694488525391
135200000,-64.4890670776367
135400000,-76.5610580444336
135600000,-66.6319961547852
135800000,-75.7370529174805
136000000,-65.1164169311523
136200000,-75.1467590332031
136400000,-64.5768280029297
136600000,-64.1468200683594
136800000,-58.2577018737793
137000000,-63.7850875854492
137200000,-60.8783416748047
137400000,-64.8498687744141
137600000,-68.6310424804688
137800000,-76.6851425170898
138000000,-63.5216217041016
138200000,-74.6418762207031
138400000,-66.5383911132813
138600000,-67.1534652709961
138800000,-59.9355812072754
139000000,-64.6626205444336
139200000,-59.4202461242676
139400000,-69.3609237670898
139600000,-60.9847831726074
139800000,-60.5687370300293
140000000,-53.1693229675293
140200000,-66.6296157836914
140400000,-58.9876747131348
140600000,-66.8124694824219
140800000,-62.7232131958008
141000000,-71.5276794433594
141200000,-63.4594764709473
141400000,-71.8567886352539
141600000,-62.3143005371094
141800000,-76.3081512451172
142000000,-62.9072494506836
142200000,-68.9667282104492
142400000,-60.4619750976563
142600000,-76.4217834472656
142800000,-61.2974548339844
143000000,-66.0215530395508
143200000,-59.3894157409668
143400000,-65.9464492797852
143600000,-57.5872077941895
143800000,-63.4644241333008
144000000,-57.0784873962402
144200000,-59.7146339416504
144400000,-56.0714797973633
144600000,-63.3987274169922
144800000,-55.8736419677734
145000000,-78.5221099853516
145200000,-63.2096328735352
145400000,-76.8624801635742
145600000,-60.0727806091309
145800000,-60.9399337768555
146000000,-56.6213760375977
146200000,-62.8021202087402
146400000,-56.3706207275391
146600000,-67.8098373413086
146800000,-51.5625228881836
147000000,-65.2021331787109
147200000,-49.0768241882324
147400000,-53.369514465332
147600000,-47.2951927185059
147800000,-62.199634552002
148000000,-50.9535636901855
148200000,-56.0995178222656
148400000,-49.6070175170898
148600000,-56.6476364135742
148800000,-43.6340446472168
149000000,-50.5827980041504
149200000,-40.7963104248047
149400000,-40.7212753295898
149600000,-11.9418258666992
149800000,-5.8065037727356
150000000,-5.39560270309448
150200000,-7.86932706832886
150400000,-18.5941848754883
150600000,-50.6843795776367
150800000,-35.7121810913086
151000000,-46.6119537353516
151200000,-42.9585113525391
151400000,-52.8359870910645
151600000,-44.5134963989258
151800000,-52.8909645080566
152000000,-49.995979309082
152200000,-57.7333183288574
152400000,-51.1063232421875
152600000,-62.8740539550781
152800000,-51.2318534851074
153000000,-66.8271331787109
153200000,-53.0991859436035
153400000,-74.7437286376953
153600000,-56.9596633911133
153800000,-69.4101486206055
154000000,-60.0073013305664
154200000,-67.1236190795898
154400000,-55.8944549560547
154600000,-69.1136856079102
154800000,-55.8340454101563
155000000,-62.3896064758301
155200000,-57.5066184997559
155400000,-72.9424209594727
155600000,-55.098087310791
155800000,-66.0493011474609
156000000,-60.4424018859863
156200000,-67.6042861938477
156400000,-63.6171836853027
156600000,-76.9459228515625
156800000,-61.0087509155273
157000000,-81.6118927001953
157200000,-62.790828704834
157400000,-72.78515625
157600000,-59.4717140197754
157800000,-66.9503555297852
158000000,-60.5151786804199
158200000,-76.50732421875
158400000,-60.8891181945801
158600000,-70.7180862426758
158800000,-60.8426246643066
159000000,-66.4337539672852
159200000,-61.3440551757813
159400000,-64.148307800293
159600000,-59.5436592102051
159800000,-69.0865478515625
160000000,-56.5342979431152
160200000,-65.9353408813477
160400000,-60.5060958862305
160600000,-78.3346557617188
160800000,-64.4374694824219
161000000,-67.5643615722656
161200000,-66.2875061035156
161400000,-70.3808364868164
161600000,-65.2058868408203
161800000,-65.0571594238281
162000000,-63.6024551391602
162200000,-75.1142349243164
162400000,-65.2327423095703
162600000,-64.7775497436523
162800000,-61.0100021362305
163000000,-70.4022216796875
163200000,-61.8524398803711
163400000,-65.5136260986328
163600000,-62.7448539733887
163800000,-71.5645599365234
164000000,-63.2940559387207
164200000,-69.6098327636719
164400000,-63.4456520080566
164600000,-70.6881866455078
164800000,-65.7660522460938
165000000,-70.4171981811523
165200000,-67.1222076416016
165400000,-75.8243255615234
165600000,-67.7493133544922
165800000,-71.9587631225586
166000000,-61.096134185791
166200000,-80.7436599731445
166400000,-64.089729309082
166600000,-78.5250854492188
166800000,-66.6261978149414
167000000,-77.2509078979492
167200000,-66.5624618530273
167400000,-70.5624542236328
167600000,-63.5339889526367
167800000,-71.1697082519531
168000000,-62.1047401428223
168200000,-69.0768127441406
168400000,-59.4297714233398
168600000,-67.6571197509766
168800000,-61.6950454711914
169000000,-65.7891082763672
169200000,-61.1572761535645
169400000,-68.14111328125
169600000,-62.5531196594238
169800000,-79.0595321655273
170000000,-61.4266662597656
170200000,-69.775276184082
170400000,-65.3925857543945
170600000,-73.6522674560547
170800000,-65.3817596435547
171000000,-75.8300857543945
171200000,-64.242073059082
171400000,-74.8425369262695
171600000,-62.5769119262695
171800000,-75.0529251098633
172000000,-65.0229797363281
172200000,-69.405143737793
172400000,-64.4065704345703
172600000,-63.8043937683105
172800000,-60.7100448608398
173000000,-72.5194702148438
173200000,-65.2786102294922
173400000,-76.8205184936523
173600000,-62.7300415039063
173800000,-62.6717071533203
174000000,-60.3806343078613
174200000,-71.5095062255859
174400000,-63.2573661804199
174600000,-74.2899551391602
174800000,-63.2531433105469
175000000,-88.6500701904297
175200000,-71.0657043457031
175400000,-75.0848007202148
175600000,-66.6753845214844
175800000,-77.1964645385742
176000000,-61.2495346069336
176200000,-64.5873413085938
176400000,-61.494457244873
176600000,-76.8124618530273
176800000,-65.3692321777344
177000000,-75.7609558105469
177200000,-63.8547134399414
177400000,-69.7295227050781
177600000,-63.1221694946289
177800000,-84.1454925537109
178000000,-67.2923889160156
178200000,-71.6223602294922
178400000,-62.6529197692871
178600000,-64.4238433837891
178800000,-62.5583038330078
179000000,-66.1944961547852
179200000,-64.7831420898438
179400000,-69.5606918334961
179600000,-61.5312385559082
179800000,-81.4609680175781
180000000,-68.4670181274414
180200000,-71.8173217773438
180400000,-64.3692016601563
180600000,-75.5840606689453
180800000,-62.6797714233398
181000000,-71.336311340332
181200000,-61.3453140258789
181400000,-74.129997253418
181600000,-65.0260620117188
181800000,-71.6585922241211
182000000,-66.8694763183594
182200000,-69.6479949951172
182400000,-66.6359481811523
182600000,-74.0401611328125
182800000,-66.1716613769531
183000000,-73.1121292114258
183200000,-63.8847236633301
183400000,-71.8724746704102
183600000,-63.8849105834961
183800000,-69.3386001586914
184000000,-66.460319519043
184200000,-72.8054885864258
184400000,-63.6706848144531
184600000,-74.4673614501953
184800000,-66.9237060546875
185000000,-78.6566925048828
185200000,-65.1188888549805
185400000,-79.4432601928711
185600000,-60.966682434082
185800000,-60.1998710632324
186000000,-55.8127632141113
186200000,-70.5553131103516
186400000,-61.5572128295898
186600000,-72.81396484375
186800000,-66.4586944580078
187000000,-72.0446701049805
187200000,-64.4965972900391
187400000,-79.6286697387695
187600000,-64.86572265625
187800000,-71.7316741943359
188000000,-64.5785598754883
188200000,-79.5514450073242
188400000,-65.2709197998047
188600000,-71.4855651855469
188800000,-59.7207260131836
189000000,-59.3540191650391
189200000,-56.736198425293
189400000,-62.6076316833496
189600000,-67.3803329467773
189800000,-78.6072463989258
190000000,-67.6126251220703
190200000,-79.7780532836914
190400000,-64.7655258178711
190600000,-66.7645797729492
190800000,-64.6090393066406
191000000,-80.3587493896484
191200000,-63.1009979248047
191400000,-66.7845230102539
191600000,-63.0576858520508
191800000,-80.973991394043
192000000,-65.3257446289063
192200000,-73.79150390625
192400000,-67.6393737792969
192600000,-75.8530502319336
192800000,-67.2851867675781
193000000,-75.8972015380859
193200000,-69.5738296508789
193400000,-77.9550704956055
193600000,-69.7965621948242
193800000,-69.6202011108398
194000000,-67.1471710205078
194200000,-79.1714859008789
194400000,-63.9090881347656
194600000,-77.9375762939453
194800000,-65.1291275024414
195000000,-78.4675140380859
195200000,-68.6282119750977
195400000,-77.8230285644531
195600000,-68.5760803222656
195800000,-71.2424545288086
196000000,-68.6172866821289
196200000,-81.2258834838867
196400000,-68.3343887329102
196600000,-67.5788955688477
196800000,-60.9982986450195
197000000,-79.5157852172852
197200000,-67.5510406494141
197400000,-79.4423370361328
197600000,-66.2943496704102
197800000,-77.9320907592773
198000000,-66.908073425293
198200000,-70.1917953491211
198400000,-65.6623992919922
198600000,-68.4765014648438
198800000,-64.244026184082
199000000,-75.0483474731445
199200000,-64.1999816894531
199400000,-69.2681274414063
199600000,-67.3337936401367
199800000,-80.7559661865234
200000000,-66.6062622070313
