Trace
Swept SA
A.14.59,N9000A
54800000,-68.28407749855
55000000,-68.2800713892283
55200000,-68.9882278230557
55400000,-67.9558499192166
55600000,-68.2734138908991
55800000,-68.9389240568187
56000000,-68.7396371264761
56200000,-68.393372146697
56400000,-68.5614834618641
56600000,-68.4117203842875
56800000,-68.375815747709
57000000,-68.8229357174593
57200000,-68.2811443737353
57400000,-68.5097102836534
57600000,-68.0862682451215
57800000,-68.4771437701904
58000000,-68.6693272142332
58200000,-68.6388950154075
58400000,-68.9178010000272
58600000,-68.8483151807319
58800000,-68.7143635676123
59000000,-68.6062523839882
59200000,-68.3494954840816
59400000,-68.6678064725568
59600000,-68.2244587928608
59800000,-68.4393718165391
60000000,-67.624830407182
60200000,-67.8576398387434
60400000,-68.5538797585303
60600000,-68.0398508402136
60800000,-68.1822816989223
61000000,-68.3725783480322
61200000,-68.6071664444238
61400000,-68.2673090459756
61600000,-68.1334304565687
61800000,-66.8514828053044
62000000,-66.5660096121966
62200000,-67.2290798194688
62400000,-67.5094136051017
62600000,-67.831848971649
62800000,-68.3516163081635
63000000,-67.7625000060313
63200000,-67.5493232560739
63400000,-67.3310752745267
63600000,-68.1187179819271
63800000,-68.2213346083921
64000000,-67.9626852802133
64200000,-67.6423447080753
64400000,-67.5857152325031
64600000,-67.5649300500235
64800000,-67.7137132869078
65000000,-67.7181645124705
65200000,-67.8368667348209
65400000,-68.030378465548
65600000,-67.0225744014464
65800000,-67.3489219327703
66000000,-67.5960665706441
66200000,-67.1987664382004
66400000,-66.989767887026
66600000,-66.6959910353563
66800000,-67.2251163090566
67000000,-67.3109259884917
67200000,-66.9115570868484
67400000,-66.9733582293155
67600000,-66.2091996691657
67800000,-67.6298772711365
68000000,-66.3101369609475
68200000,-66.3795330210167
68400000,-66.41728133589
68600000,-66.1950794589635
68800000,-65.5831432295518
69000000,-65.8176459268334
69200000,-64.9838205117532
69400000,-65.7443513422807
69600000,-64.7656301253735
69800000,-64.225972232543
70000000,-63.939099186628
70200000,-63.2699360061551
70400000,-62.9604673808409
70600000,-62.6229463022884
70800000,-60.786378127228
71000000,-59.8407717037316
71200000,-56.6827387785063
71400000,-53.3197692126245
71600000,-35.5812484760872
71800000,-22.3173656220574
72000000,-20.5613070219772
72200000,-28.1254367659756
72400000,-47.1815691284828
72600000,-56.1612897845076
72800000,-57.8425140309681
73000000,-60.1486376094936
73200000,-61.3481455245621
73400000,-62.5687127467533
73600000,-62.9361559032344
73800000,-64.2405950821878
74000000,-63.9199844726808
74200000,-64.2847848026321
74400000,-64.6415790122929
74600000,-65.0444181453435
74800000,-64.6978110131631
75000000,-65.5137096171594
75200000,-65.1190445038993
75400000,-65.5265401783261
75600000,-65.5458515535539
75800000,-66.6857021433385
76000000,-66.0198376781447
76200000,-66.0670429955305
76400000,-65.7017007947068
76600000,-66.6403020360834
76800000,-66.7794137687845
77000000,-66.5852593436698
77200000,-65.560389199538
77400000,-52.9031171688956
77600000,-42.7571804511675
77800000,-43.1594464327975
78000000,-54.5021991292747
78200000,-66.3286526172168
78400000,-66.901187228496
78600000,-67.5827754413335
78800000,-67.5113458609375
79000000,-67.2075277595387
79200000,-67.4590290935926
79400000,-67.2170045798531
79600000,-67.2943418539075
79800000,-67.3329580649165
80000000,-67.1143731486969
80200000,-67.9721382504918
80400000,-67.9911425451857
80600000,-67.9290588745192
80800000,-68.0461592922229
81000000,-67.4608070800228
81200000,-67.7724832993585
81400000,-67.9541950772382
81600000,-67.712119572959
81800000,-66.8268335157311
82000000,-66.2493058010706
82200000,-67.9325227564714
82400000,-68.5510401686371
82600000,-68.0777740314247
82800000,-67.8974556111125
83000000,-68.435228722178
83200000,-68.3254271833527
83400000,-68.1509210446419
83600000,-68.1999449691034
83800000,-68.53815862907
84000000,-68.5321141742525
84200000,-68.9225076030365
84400000,-68.3267923397309
84600000,-68.6584846235178
84800000,-68.3806800116518
85000000,-68.8077036309173
85200000,-68.4683749883681
85400000,-68.7248082519357
85600000,-68.2545630204773
85800000,-68.4579527903305
86000000,-68.7630121516261
86200000,-68.9228305682136
86400000,-68.4265311308653
86600000,-68.3497765354442
86800000,-64.4382602169045
87000000,-52.7029816329073
87200000,-51.2638756823233
87400000,-60.5575689508971
87600000,-68.7781547520631
87800000,-68.5553346525672
88000000,-68.482823688826
88200000,-68.1973144315719
88400000,-68.2984487824115
88600000,-68.5621238320729
88800000,-68.662742375926
89000000,-68.5484967351037
89200000,-69.0773147440304
89400000,-68.0102701542817
89600000,-68.1399536451744
89800000,-68.4533924523397
90000000,-68.9964552509274
90200000,-68.7403472830336
90400000,-68.3102596520781
90600000,-68.3862603392565
90800000,-68.3665297691834
91000000,-68.275668851145
91200000,-68.4594960106498
91400000,-68.727578610882
91600000,-68.4351218982283
91800000,-67.9258364742389
92000000,-68.3606640129466
92200000,-68.0072151719783
92400000,-68.3558660608192
92600000,-68.1820084694129
92800000,-68.533824144157
93000000,-68.047169242055
93200000,-69.1306359463292
93400000,-68.9598045446568
93600000,-68.8217841363479
93800000,-68.500916670867
94000000,-68.4258714634271
94200000,-68.6173455773428
94400000,-68.3361006891017
94600000,-68.1317925484876
94800000,-68.3705542615007
95000000,-68.6097212118013
95200000,-68.6742967251889
95400000,-68.2104030825826
95600000,-68.4958846252731
95800000,-68.5232397579775
96000000,-67.9350827199775
96200000,-68.2659032594994
96400000,-69.2624541275839
96600000,-68.4935585961394
96800000,-68.4175730329886
97000000,-68.5649966438516
97200000,-68.2657869067256
97400000,-68.256181405073
97600000,-68.3036214572653
97800000,-68.796531385444
98000000,-68.354214620126
98200000,-68.2224426151367
98400000,-68.9898877758967
98600000,-68.5268935568126
98800000,-68.3790857734026
99000000,-68.0366180133895
99200000,-68.4989439648958
99400000,-68.3780299484861
99600000,-68.7474394567243
99800000,-66.8294604869337
100000000,-63.8476435751763
100200000,-64.2868608148077
100400000,-61.2751892128705
100600000,-65.5912082318231
100800000,-68.0919560846987
101000000,-68.9164459975417
101200000,-67.834213132458
101400000,-68.543983960183
101600000,-69.4120443425687
101800000,-68.5036223703165
102000000,-67.8498215355005
102200000,-68.8691278748988
102400000,-68.4436392200962
102600000,-67.9935588358343
102800000,-68.9247663856807
103000000,-67.7612284169043
103200000,-68.2521132088248
103400000,-68.0765697568153
103600000,-68.5794658742202
103800000,-68.1098052498724
104000000,-68.6862140997644
104200000,-68.4377003139905
104400000,-68.934713290033
104600000,-69.1289637364922
104800000,-68.6840725506821
105000000,-68.530638964436
105200000,-68.274206062352
105400000,-68.8346154896135
105600000,-68.239413824357
105800000,-68.6101559740772
106000000,-68.558228253762
106200000,-68.9236413980906
106400000,-68.2102829494261
106600000,-68.1928886210654
106800000,-68.9101851132457
107000000,-68.3055125469608
107200000,-67.7560911924663
107400000,-68.989927934797
107600000,-69.1857196671058
107800000,-66.8208426685327
108000000,-67.4608597392987
108200000,-68.2260846400214
108400000,-68.3965332198579
108600000,-68.5140894765895
108800000,-68.3537058352767
109000000,-68.3858901750988
109200000,-67.61799455211
109400000,-68.3676950637655
109600000,-67.7444073898182
109800000,-67.6428899412284
110000000,-68.0802801376404
110200000,-68.2781324474252
110400000,-68.0758375958441
110600000,-65.2335443724175
110800000,-62.0349156640214
111000000,-65.8879035238213
111200000,-68.5487419943896
111400000,-67.7920268337318
111600000,-68.2594983863835
111800000,-68.3082661278094
112000000,-68.4866983818294
112200000,-67.9599095387918
112400000,-68.3378769755742
112600000,-67.9678912129638
112800000,-67.7580962210537
113000000,-68.0367597000708
113200000,-68.0525994116588
113400000,-56.2948800929924
113600000,-47.8187504553476
113800000,-49.8777710847887
114000000,-62.2782579650498
114200000,-67.9298433679101
114400000,-68.7104176849997
114600000,-68.0584647176366
114800000,-67.9507958945676
115000000,-69.0142285898494
115200000,-68.3292676044139
115400000,-68.4719666699308
115600000,-67.7448239545531
115800000,-67.8195340548454
116000000,-68.4528008233095
116200000,-67.6788959286405
116400000,-68.4606830787123
116600000,-68.4625766904703
116800000,-68.6226868107787
117000000,-68.0921535710708
117200000,-68.2432674156778
117400000,-67.9395495238292
117600000,-67.833087274968
117800000,-68.0810556445248
118000000,-67.4810198125757
118200000,-67.4453108517844
118400000,-68.0875764899779
118600000,-68.2936250851165
118800000,-67.4309767036116
119000000,-68.1060955259986
119200000,-67.7933556322927
119400000,-68.1304188516261
119600000,-67.5884155835257
119800000,-68.0705564737682
120000000,-67.885234370333
120200000,-68.1501551549593
120400000,-67.7692233390083
120600000,-67.9643762974511
120800000,-67.3778146763321
121000000,-68.0865160486649
121200000,-67.630405100051
121400000,-67.1718467091739
121600000,-67.6097815450303
121800000,-67.0585145991325
122000000,-66.9462215327304
122200000,-66.9310976144997
122400000,-66.8327482105348
122600000,-66.9493139666523
122800000,-67.6543244058706
123000000,-66.9058669362568
123200000,-66.7725297619713
123400000,-67.4432517422417
123600000,-66.4806279677946
123800000,-67.5169635521082
124000000,-67.5727562264351
124200000,-66.9477738597111
124400000,-67.0541803805335
124600000,-67.2360323734525
124800000,-67.0884839189883
125000000,-67.6151900620037
125200000,-67.5643672018852
125400000,-67.2345819348269
125600000,-67.427657216616
125800000,-67.3138162359858
126000000,-67.5834193232291
126200000,-68.1318711793474
126400000,-67.452233930623
126600000,-67.7576100841353
126800000,-67.8948994426883
127000000,-68.0018969070113
127200000,-67.5699782515377
127400000,-67.2825506310901
127600000,-67.1455764544796
127800000,-67.2225954103465
128000000,-67.6963224187504
128200000,-67.8891621557795
128400000,-67.3660168619946
128600000,-67.1583197024429
128800000,-66.9104905064389
129000000,-67.0256553706447
129200000,-67.628645144169
129400000,-67.2514586861013
129600000,-66.867108416967
129800000,-66.9515619403928
130000000,-67.4175772680911
130200000,-67.367834252246
130400000,-67.2372818559286
130600000,-67.7822464328555
130800000,-67.4186277115892
131000000,-67.6230352866797
131200000,-67.1612354705242
131400000,-67.4765554675855
131600000,-67.5425003574871
131800000,-66.9083311001352
132000000,-66.739501059357
132200000,-67.0529035881124
132400000,-67.5840018283586
132600000,-66.9711150284191
132800000,-67.159651473928
133000000,-66.406086047139
133200000,-67.085521468719
133400000,-66.6953671142573
133600000,-66.7834640077264
133800000,-66.438328375956
134000000,-66.8657810786425
134200000,-66.3434806321432
134400000,-63.5096719706805
134600000,-65.1900712391797
134800000,-66.2456139713583
135000000,-66.9080573672865
135200000,-66.656285734885
135400000,-66.7301850955781
135600000,-66.957603273882
135800000,-66.4342522810338
136000000,-66.5810652634136
136200000,-66.5974831912684
136400000,-66.1966877784211
136600000,-66.0395339411643
136800000,-65.7424416773877
137000000,-66.1089018027169
137200000,-66.2663886748368
137400000,-66.1415117167945
137600000,-65.5913723566938
137800000,-65.4669380303848
138000000,-65.4917333410014
138200000,-65.2604031080695
138400000,-65.5956808375774
138600000,-64.9759566551871
138800000,-65.5461100035189
139000000,-65.8498909277923
139200000,-65.7113290828025
139400000,-60.8464512168266
139600000,-54.6321307175375
139800000,-58.3875453240871
140000000,-64.0759164618078
140200000,-64.6715620906326
140400000,-64.6459382327254
140600000,-64.5146215317386
140800000,-63.651149544468
141000000,-64.3945965963244
141200000,-63.9450056965418
141400000,-63.0873922303341
141600000,-63.6535381530196
141800000,-63.5943961951278
142000000,-63.5724890416277
142200000,-63.6029963683196
142400000,-63.1952237247122
142600000,-63.2796811836221
142800000,-62.7416305567182
143000000,-62.2135898944734
143200000,-62.6855853193859
143400000,-61.8948604813495
143600000,-61.8355932698185
143800000,-61.8193402509919
144000000,-61.3436173258467
144200000,-60.8867952290473
144400000,-60.810513655799
144600000,-60.4119221449458
144800000,-60.8097065547968
145000000,-60.7191471848649
145200000,-59.7086303381465
145400000,-58.8377609625983
145600000,-59.2075264308608
145800000,-58.4746883175592
146000000,-57.87881858436
146200000,-57.4138436873828
146400000,-57.3264626891895
146600000,-56.4709406448915
146800000,-55.9473235089589
147000000,-55.8905834080599
147200000,-54.6816951634435
147400000,-54.2992431556216
147600000,-53.4094947786016
147800000,-52.3650353166122
148000000,-51.2707988125402
148200000,-50.3336288026661
148400000,-48.9303437720652
148600000,-47.5134251777766
148800000,-45.4850015593486
149000000,-42.5433472397853
149200000,-30.5872942024649
149400000,-11.5505577965523
149600000,-4.54758457198124
149800000,-8.37134000806892
150000000,-23.8674606812384
150200000,-41.1292505313218
150400000,-44.4910953901586
150600000,-46.9158929483217
150800000,-48.6224082733855
151000000,-49.9065820943941
151200000,-51.1366268711409
151400000,-52.026687000891
151600000,-52.8928391771587
151800000,-54.1037842554352
152000000,-54.6138300984983
152200000,-55.7400056174797
152400000,-55.6661641841765
152600000,-56.7547298177821
152800000,-57.6770987010145
153000000,-57.1263997576387
153200000,-57.9984490309591
153400000,-58.439483413926
153600000,-58.6123807166454
153800000,-59.3438656738103
154000000,-59.1679240949046
154200000,-59.712040456102
154400000,-60.3566506012295
154600000,-60.1820988368961
154800000,-60.6713830350142
155000000,-60.8434500230798
155200000,-61.1940087959486
155400000,-60.9624754001593
155600000,-61.8711714830148
155800000,-62.5840145603164
156000000,-61.7257886294065
156200000,-62.6473040883092
156400000,-62.3457613991279
156600000,-63.4207449311822
156800000,-62.7211699326326
157000000,-63.746984958149
157200000,-63.3640108375975
157400000,-63.5145575585455
157600000,-63.8965770393005
157800000,-63.5061128950659
158000000,-64.2790536930863
158200000,-64.2308822263946
158400000,-64.2328481068548
158600000,-65.11571015437
158800000,-63.9824156034392
159000000,-64.7237118937643
159200000,-64.8688277298085
159400000,-60.4468815699074
159600000,-54.5632506200502
159800000,-57.9689790984848
160000000,-64.7977592959088
160200000,-64.8684435182456
160400000,-65.2931287999018
160600000,-65.1217597615651
160800000,-64.9540291422693
161000000,-64.8582018387391
161200000,-65.7923425736509
161400000,-65.2161899939122
161600000,-65.3101700020869
161800000,-65.1354486513856
162000000,-66.0727446944143
162200000,-66.5955787574642
162400000,-65.4744536018138
162600000,-66.6005841399182
162800000,-65.0312081113629
163000000,-65.3027722760712
163200000,-66.319312965145
163400000,-66.6517362508799
163600000,-66.1166805885417
163800000,-66.5306287864166
164000000,-66.1166105175374
164200000,-66.3909098016932
164400000,-66.8072979978626
164600000,-66.7664255509884
164800000,-67.0462898542691
165000000,-66.238127605628
165200000,-66.0884002347579
165400000,-66.900436149724
165600000,-67.0388869962041
165800000,-66.1418170051113
166000000,-66.3441452538881
166200000,-66.5199544427617
166400000,-66.595745335433
166600000,-66.7470677734001
166800000,-66.7874389196736
167000000,-66.893502086848
167200000,-67.0478111310245
167400000,-66.3975975020228
167600000,-66.6714733894137
167800000,-67.2833081367369
168000000,-66.3434987345312
168200000,-67.6535031334538
168400000,-67.2517686442607
168600000,-66.4799003511113
168800000,-67.2809857053211
169000000,-65.9833634346902
169200000,-66.737775874464
169400000,-66.4536662125164
169600000,-65.930307693739
169800000,-66.2847545079116
170000000,-64.5267110293844
170200000,-65.6312652079897
170400000,-66.396349528492
170600000,-66.3262653458231
170800000,-65.6142946415464
171000000,-66.7811378685451
171200000,-66.4964819285097
171400000,-66.9607467608495
171600000,-66.6219017313492
171800000,-67.077934830693
172000000,-66.8407112261935
172200000,-66.7970868418029
172400000,-67.0532759573409
172600000,-66.7965958085575
172800000,-66.6782981646785
173000000,-66.8870275964065
173200000,-66.7053674852274
173400000,-66.9724248181713
173600000,-67.5906970568783
173800000,-67.1927995179781
174000000,-67.4002970947652
174200000,-67.2143002284379
174400000,-66.8398762789203
174600000,-67.0937923002241
174800000,-68.0553435913464
175000000,-67.1020567939972
175200000,-67.8253459834637
175400000,-67.0560457527317
175600000,-66.9762959777862
175800000,-67.412738114704
176000000,-67.8778903393387
176200000,-67.6599684976615
176400000,-67.6991186835092
176600000,-67.3536873074743
176800000,-67.5066369913132
177000000,-67.4805033579762
177200000,-67.8849238960471
177400000,-67.0867740942516
177600000,-67.5312761102145
177800000,-67.5689070015328
178000000,-67.1045365664645
178200000,-67.8287475723964
178400000,-67.4759679903988
178600000,-68.0060706097817
178800000,-68.3687808189307
179000000,-67.0064094957652
179200000,-67.0881169725783
179400000,-67.5478703922531
179600000,-67.5557110759452
179800000,-66.831274977371
180000000,-67.5680981857964
180200000,-67.4765980733092
180400000,-67.9654088742091
180600000,-67.3196053715944
180800000,-67.7002871750134
181000000,-67.4996930310383
181200000,-67.7987416128844
181400000,-67.5685761266822
181600000,-68.4252269691378
181800000,-67.8145395310432
182000000,-67.5455696328221
182200000,-68.1577436468677
182400000,-67.9004738181089
182600000,-67.7349055755374
182800000,-67.573301247566
183000000,-67.7494989289479
183200000,-67.5898219425997
183400000,-67.494531691906
183600000,-67.5887573978886
183800000,-67.8287020688255
184000000,-68.0354128004204
184200000,-67.4471821179021
184400000,-68.2084004990957
184600000,-68.1844605005972
184800000,-67.6252359138648
185000000,-67.8334371456416
185200000,-67.9317687308806
185400000,-63.8853473152802
185600000,-60.4179743509975
185800000,-64.8645920263308
186000000,-67.8377469132334
186200000,-67.6368190994019
186400000,-67.9041855079166
186600000,-67.8970686919808
186800000,-67.8588688627427
187000000,-68.3500255078992
187200000,-68.1666036838969
187400000,-67.9403281490169
187600000,-68.4148528318772
187800000,-67.7121249913684
188000000,-68.7490122699362
188200000,-67.6807400140905
188400000,-66.3695963321457
188600000,-66.6430152384107
188800000,-68.4500564568932
189000000,-67.4499349854995
189200000,-68.3983573194184
189400000,-68.6698552778421
189600000,-68.7092360679531
189800000,-68.2501293867452
190000000,-68.4295251117204
190200000,-67.5781689623052
190400000,-68.2595716751412
190600000,-67.7723032761019
190800000,-67.2603109308734
191000000,-67.5574487112859
191200000,-67.8915037518867
191400000,-67.589124117029
191600000,-67.7938349787214
191800000,-68.2314943060764
192000000,-68.5314833206691
192200000,-67.8257439570784
192400000,-68.1874373633479
192600000,-68.105012727837
192800000,-68.4020637307633
193000000,-67.769336936645
193200000,-67.7964038369416
193400000,-68.5845133070685
193600000,-67.6489492367492
193800000,-68.5823670034378
194000000,-68.1846245283719
194200000,-68.6771057678529
194400000,-67.8537810703534
194600000,-68.5624743777449
194800000,-67.9965866672088
195000000,-68.5526086166555
195200000,-68.3998399225744
195400000,-68.288138415052
195600000,-68.1298385505817
195800000,-67.9339547098495
196000000,-68.4859841528757
196200000,-68.6758671022244
196400000,-69.2440865248223
196600000,-67.8430917672276
196800000,-67.4733826549816
197000000,-67.6882668875158
197200000,-68.402082520669
197400000,-68.1137968229104
197600000,-68.0936064117978
197800000,-69.1832957302631
198000000,-68.0528283208515
198200000,-68.0477411191457
198400000,-67.7058184570908
198600000,-68.2165802644945
198800000,-68.3388382740852
199000000,-68.5001113242538
199200000,-68.0837575152665
199400000,-67.6872088568491
199600000,-68.422260465512
199800000,-67.974327996936
200000000,-68.0351608991948
